placeDcid,placeName,Date:Median_Income_Household,Value:Median_Income_Household,Source:Median_Income_Household
zip/11418,11418,2016,63079,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11418,11418,2017,67003,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11418,11418,2018,66570,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11418,11418,2019,68920,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11418,11418,2020,73856,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11694,11694,2011,73196,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11694,11694,2012,73893,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11694,11694,2013,76944,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11694,11694,2014,75615,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11694,11694,2015,75094,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11694,11694,2016,79145,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11694,11694,2017,77547,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11694,11694,2018,80976,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11694,11694,2019,84485,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/11694,11694,2020,87755,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
